event_title,discipline_title,slug_game,event_gender
100m freestyle men,Swimming,paris-1924,Men
50km men,Cycling Track,paris-1924,Men
Sprint individual men,Cycling Track,paris-1924,Men
Team Pursuit 4000m men,Cycling Track,paris-1924,Men
2000m tandem men,Cycling Track,paris-1924,Men
Sidehorse vault men,Gymnastics Artistic,paris-1924,Men
individual all-round men,Gymnastics Artistic,paris-1924,Men
rope climbing men,Gymnastics Artistic,paris-1924,Men
vault men,Gymnastics Artistic,paris-1924,Men
pommel horse men,Gymnastics Artistic,paris-1924,Men
rings men,Gymnastics Artistic,paris-1924,Men
team competition men,Gymnastics Artistic,paris-1924,Men
horizontal bar men,Gymnastics Artistic,paris-1924,Men
parallel bars men,Gymnastics Artistic,paris-1924,Men
individual mixed,Equestrian Dressage,paris-1924,Mixed
5352 5715kg featherweight men,Boxing,paris-1924,Men
7938kg heavyweight men,Boxing,paris-1924,Men
6668 7257kg middleweight men,Boxing,paris-1924,Men
7257 7938kg lightheavyweight men,Boxing,paris-1924,Men
508kg flyweight men,Boxing,paris-1924,Men
6124 6668kg welterweight men,Boxing,paris-1924,Men
508 5352kg bantamweight men,Boxing,paris-1924,Men
5715 6124kg lightweight men,Boxing,paris-1924,Men
60 675kg onetwo hand 5 events lightweight men,Weightlifting,paris-1924,Men
60kg onetwo hand 5 events featherweight men,Weightlifting,paris-1924,Men
75 825kg onetwo hand 5 e lightheavyweight men,Weightlifting,paris-1924,Men
825kg onetwo hand 5 events heavyweight men,Weightlifting,paris-1924,Men
675 75kg onetwo hand 5 events middleweight men,Weightlifting,paris-1924,Men
water polo men,Water Polo,paris-1924,Men
"Bantamweight, Freestyle (≤56 kilograms) Men",Wrestling,paris-1924,Men
"Featherweight, Freestyle (≤61 kilograms) Men",Wrestling,paris-1924,Men
"Welterweight, Freestyle (≤72 kilograms) Men",Wrestling,paris-1924,Men
"Heavyweight, Freestyle (>87 kilograms) Men",Wrestling,paris-1924,Men
"Featherweight, Greco-Roman (≤62 kilograms) Men",Wrestling,paris-1924,Men
"Light-Heavyweight, Greco-Roman (≤82.5 kilograms) Men",Wrestling,paris-1924,Men
"Lightweight, Freestyle (≤66 kilograms) Men",Wrestling,paris-1924,Men
"Light-Heavyweight, Freestyle (≤87 kilograms) Men",Wrestling,paris-1924,Men
"Heavyweight, Greco-Roman (>82.5 kilograms) Men",Wrestling,paris-1924,Men
"Middleweight, Freestyle (≤79 kilograms) Men",Wrestling,paris-1924,Men
"Middleweight, Greco-Roman (≤75 kilograms) Men",Wrestling,paris-1924,Men
"Lightweight, Greco-Roman (≤67.5 kilograms) Men",Wrestling,paris-1924,Men
"Bantamweight, Greco-Roman (≤58 kilograms) Men",Wrestling,paris-1924,Men
rugby men,Rugby,paris-1924,Men
team mixed,Equestrian Jumping,paris-1924,Mixed
individual mixed,Equestrian Jumping,paris-1924,Mixed
polo men,Polo,paris-1924,Men
team mixed,Equestrian Eventing,paris-1924,Mixed
individual mixed,Equestrian Eventing,paris-1924,Mixed
plain high diving men,Diving,paris-1924,Men
10m platform men,Diving,paris-1924,Men
3m springboard men,Diving,paris-1924,Men
10m platform women,Diving,paris-1924,Women
3m springboard women,Diving,paris-1924,Women
individual road race men,Cycling Road,paris-1924,Men
team time trial men,Cycling Road,paris-1924,Men
Individual competition men,Modern Pentathlon,paris-1924,Men
8m mixed,Sailing,paris-1924,Mixed
6m mixed,Sailing,paris-1924,Mixed
olympic class monotype mixed,Sailing,paris-1924,Mixed
four-oared shell with coxswain men,Rowing,paris-1924,Men
double sculls 2x men,Rowing,paris-1924,Men
single sculls 1x men,Rowing,paris-1924,Men
pair-oared shell with coxswain men,Rowing,paris-1924,Men
four without coxswain 4 men,Rowing,paris-1924,Men
eight with coxswain 8 men,Rowing,paris-1924,Men
pair without coxswain 2 men,Rowing,paris-1924,Men
football men,Football,paris-1924,Men
